173,216,70
173,217,45
173,229,50
173,233,50
148,39,80
148,60,80
148,61,100
148,63,80
148,229,30
148,217,50
148,233,80
148,206,100
148,216,50
148,192,50
148,64,80
148,65,80
148,71,80
148,73,100
148,79,50
148,82,80
148,87,80
148,89,50
148,90,80
148,93,50
148,94,30
148,95,50
148,139,50
148,143,30
148,148,50
148,152,30
148,173,80
87,39,99
87,60,97
87,61,98
87,63,98
87,64,98
87,65,97
87,66,98
87,71,96
87,73,96
87,79,97
87,82,98
87,87,99
87,89,97
87,90,98
87,93,98
87,94,97
87,95,98
87,139,98
87,143,96
87,148,97
87,152,96
87,173,98
87,192,97
87,206,98
87,216,98
87,217,95
87,229,97
87,233,98
61,39,80
61,60,95
61,61,95
61,63,95
61,64,95
61,65,95
61,66,95
61,71,70
61,73,100
61,79,100
61,82,100
61,87,100
61,89,70
61,90,100
61,93,80
61,94,50
61,95,80
61,139,60
61,143,100
61,148,70
61,152,60
61,173,80
61,192,60
61,206,70
61,216,70
61,217,60
61,229,70
61,233,70
89,39,50
89,60,90
89,61,100
89,63,100
89,64,100
89,65,80
89,66,100
89,71,80
89,73,100
89,79,100
89,82,100
89,87,100
89,89,100
89,90,100
89,93,90
89,94,100
89,95,100
89,139,100
89,143,100
89,148,100
89,152,80
89,173,100
89,192,100
89,206,100
89,216,90
89,217,80
89,229,90
89,233,100
192,39,10.0
192,60,5.00
192,61,10.0
192,63,10.0
192,64,10.0
192,65,3.00
192,66,10.0
192,71,10.0
192,73,10.0
192,79,10.0
192,82,10.0
192,87,10.0
192,89,10.0
192,90,10.0
192,93,8.00
192,94,10.0
192,95,10.0
192,139,10.0
192,143,5.00
192,148,10.0
192,152,6.00
192,173,10.0
192,192,10.0
192,206,10.0
192,216,10.0
192,217,10.0
192,229,10.0
192,233,10.0
71,39,80
71,60,100
71,61,80
71,63,90
71,64,90
71,65,70
71,66,90
71,71,100
71,73,85
71,79,50
71,82,90
71,89,90
71,90,100
71,93,100
71,94,85
71,95,100
71,139,70
71,143,80
71,148,90
71,152,00
71,173,85
71,192,90
71,206,70
71,216,60
71,217,90
71,229,85
71,233,90
139,39,75
139,60,55
139,61,65
139,63,45
139,64,75
139,65,95
139,66,100
139,71,5
139,73,15
139,79,75
139,82,45
139,87,55
139,89,65
139,90,100
139,93,5
139,94,15
139,95,20
139,139,25
139,143,35
139,148,45
139,152,55
139,173,65
139,192,85
139,206,75
139,216,59
139,217,65
139,229,20
139,233,35
82,39,30
82,60,100
82,61,100
82,63,100
82,64,100
82,65,50
82,66,100
82,71,50
82,73,100
82,79,100
82,82,100
82,87,100
82,89,100
82,90,100
82,93,100
82,94,100
82,95,100
82,139,100
82,143,100
82,148,100
82,152,90
82,173,100
82,192,100
82,206,100
82,216,100
82,217,100
82,229,100
82,233,100
60,39,80
60,60,100
60,61,55
60,63,100
60,64,100
60,65,30
60,66,97
60,71,62
60,73,70
60,79,80
60,82,100
60,87,100
60,89,95
60,90,100
60,93,60
60,94,30
60,95,99
60,139,50
60,143,70
60,148,100
60,152,65
60,173,90
60,192,100
60,206,50
60,216,50
60,217,90
60,229,70
60,233,100
216,39,75
216,60,75
216,61,75
216,63,75
216,64,75
216,65,75
216,66,75
216,71,75
216,73,75
216,79,75
216,82,75
216,87,75
216,89,75
216,90,75
216,93,75
216,94,75
216,95,75
216,139,75
216,143,75
216,148,75
216,152,75
216,173,75
216,192,75
216,206,75
216,216,75
216,217,75
216,229,75
216,233,75
64,39,100
64,60,100
64,61,100
64,63,100
64,64,100
64,65,70
64,66,100
64,71,100
64,73,100
64,79,100
64,82,100
64,87,100
64,89,100
64,90,100
64,93,100
64,94,100
64,95,100
64,139,100
64,143,100
64,148,100
64,152,100
64,173,100
64,192,100
64,206,100
64,216,100
64,217,100
64,229,100
64,233,100
